2	100	0.397254813
4	100	0.442463842
8	100	0.336631274
16	100	0.065348149
24	100	0.0104692
32	100	0.019649216
40	100	0.012143952
48	100	0.008736398
56	100	0.006959466
64	100	0.004249898
72	100	0.004026225
80	100	0.003115397
88	100	0.002065174
96	100	0.002493266
104	100	0.001809842
112	100	0.001908399
120	100	0.001587594
128	100	0.001278769
2	500	0.492461344
4	500	0.723310853
8	500	0.804201077
16	500	0.652747641
24	500	0.299083119
32	500	0.370877981
40	500	0.227581419
48	500	0.157161967
56	500	0.108929665
64	500	0.072413417
72	500	0.048649137
80	500	0.03734419
88	500	0.025847531
96	500	0.022416445
104	500	0.016202777
112	500	0.013833139
120	500	0.012047723
128	500	0.010161722
2	1000	0.49546474
4	1000	0.722955566
8	1000	0.82458047
16	1000	0.805342695
24	1000	0.406228312
32	1000	0.64531739
40	1000	0.607049165
48	1000	0.506713617
56	1000	0.359024537
64	1000	0.288570996
72	1000	0.187583883
80	1000	0.130828373
88	1000	0.098328944
96	1000	0.076674988
104	1000	0.062221731
112	1000	0.051337025
120	1000	0.043631139
128	1000	0.037082843
2	1500	0.493448812
4	1500	0.736502322
8	1500	0.846781157
16	1500	0.864357317
24	1500	0.657788204
32	1500	0.814011689
40	1500	0.732557845
48	1500	0.691195457
56	1500	0.631206106
64	1500	0.521577529
72	1500	0.399864889
80	1500	0.27839302
88	1500	0.227916955
96	1500	0.164030154
104	1500	0.131746966
112	1500	0.108783654
120	1500	0.091256932
128	1500	0.080329858
2	2000	0.494738909
4	2000	0.735616963
8	2000	0.859460797
16	2000	0.791157095
24	2000	0.609385381
32	2000	0.428415957
40	2000	0.273252467
48	2000	0.183558001
56	2000	0.130519679
64	2000	0.097859289
72	2000	0.076047014
80	2000	0.060824146
88	2000	0.049702679
96	2000	0.041602013
104	2000	0.034934343
112	2000	0.029996062
120	2000	0.025862418
128	2000	0.022902258
2	2500	0.495215577
4	2500	0.737062087
8	2500	0.863946622
16	2500	0.835014629
24	2500	0.716170475
32	2500	0.576900882
40	2500	0.400500582
48	2500	0.271072414
56	2500	0.194117493
64	2500	0.145910172
72	2500	0.113484963
80	2500	0.089891181
88	2500	0.073918152
96	2500	0.061410272
104	2500	0.052182939
112	2500	0.044661522
120	2500	0.038493276
128	2500	0.033611561
2	3000	0.494756634
4	3000	0.740083655
8	3000	0.86622303
16	3000	0.851253711
24	3000	0.80299526
32	3000	0.689521753
40	3000	0.514320586
48	3000	0.371480235
56	3000	0.267502199
64	3000	0.19923713
72	3000	0.15521999
80	3000	0.124115862
88	3000	0.101529682
96	3000	0.084564431
104	3000	0.071603711
112	3000	0.061338672
120	3000	0.05307719
128	3000	0.046531593
2	3500	0.497808969
4	3500	0.743743861
8	3500	0.869375308
16	3500	0.893370873
24	3500	0.842877351
32	3500	0.754708382
40	3500	0.620727716
48	3500	0.472731661
56	3500	0.348043046
64	3500	0.262349042
72	3500	0.202291679
80	3500	0.160771391
