88	3500	0.133118415
96	3500	0.11045319
104	3500	0.093260013
112	3500	0.080220533
120	3500	0.069587863
128	3500	0.060750802
2	4000	0.496040396
4	4000	0.741622365
8	4000	0.867455373
16	4000	0.893580615
24	4000	0.868022797
32	4000	0.806446262
40	4000	0.684792137
48	4000	0.556942262
56	4000	0.425910575
64	4000	0.323895502
72	4000	0.253755888
80	4000	0.201651624
88	4000	0.164676862
96	4000	0.137032197
104	4000	0.116062086
112	4000	0.100168957
120	4000	0.086295913
128	4000	0.075789906
2	4500	0.494425617
4	4500	0.743452255
8	4500	0.863295714
16	4500	0.89512168
24	4500	0.891589095
32	4500	0.844819587
40	4500	0.761722771
48	4500	0.628320311
56	4500	0.504194613
64	4500	0.391909393
72	4500	0.306038177
80	4500	0.243855444
88	4500	0.199251642
96	4500	0.166256297
104	4500	0.140012384
112	4500	0.120461292
120	4500	0.104260373
128	4500	0.091482377
2	5000	0.492382015
4	5000	0.742501603
16	5000	0.913726018
24	5000	0.895963296
32	5000	0.850734897
40	5000	0.787205942
48	5000	0.687941234
56	5000	0.578547995
64	5000	0.457632654
72	5000	0.363191076
80	5000	0.289788957
88	5000	0.232583022
96	5000	0.197612002
112	5000	0.142103168
128	5000	0.107660581
16	5500	0.943116039
24	5500	0.932850207
32	5500	0.896996106
40	5500	0.850745824
48	5500	0.761393309
56	5500	0.660730817
64	5500	0.547785561
72	5500	0.435582089
80	5500	0.350667697
96	5500	0.236353848
104	5500	0.199625143
112	5500	0.167791879
128	5500	0.130755721
16	6000	0.909544662
24	6000	0.912602956
32	6000	0.899950323
40	6000	0.846430072
48	6000	0.774731836
56	6000	0.683359982
64	6000	0.582168897
72	6000	0.472683816
80	6000	0.387497851
88	6000	0.315625117
96	6000	0.264139192
104	6000	0.224357774
112	6000	0.192076899
128	6000	0.146225345
16	6500	0.84848185
24	6500	0.817088526
32	6500	0.84638445
40	6500	0.808580869
48	6500	0.756242898
56	6500	0.677769257
64	6500	0.584636711
72	6500	0.501604675
80	6500	0.410199767
88	6500	0.339288475
96	6500	0.280344588
104	6500	0.238916913
112	6500	0.204951012
128	6500	0.154651641
16	7000	0.865950824
24	7000	0.867300524
32	7000	0.854474701
40	7000	0.830533178
48	7000	0.780756371
56	7000	0.72519095
64	7000	0.640409531
72	7000	0.549860039
80	7000	0.46301678
88	7000	0.386284771
96	7000	0.321230642
104	7000	0.271658291
112	7000	0.232094137
128	7000	0.176996198
16	7500	0.908068293
24	7500	0.899929507
32	7500	0.906842418
40	7500	0.874218395
48	7500	0.829801824
56	7500	0.780792878
64	7500	0.701991826
72	7500	0.613906661
80	7500	0.521124032
88	7500	0.439442639
96	7500	0.372141663
104	7500	0.315322181
112	7500	0.269891651
128	7500	0.204748745
16	8000	0.907716366
24	8000	0.912930089
32	8000	0.910675711
40	8000	0.889030252
48	8000	0.850344756
56	8000	0.794127727
64	8000	0.715931095
72	8000	0.647351613
80	8000	0.564758463
88	8000	0.477192566
96	8000	0.404262222
104	8000	0.343288974
112	8000	0.294322615
128	8000	0.223539992
16	8500	0.881621605
24	8500	0.889794545
32	8500	0.887219049
40	8500	0.870960243
48	8500	0.835762569
56	8500	0.798420605
64	8500	0.737626939
72	8500	0.662815579
80	8500	0.581519007
88	8500	0.491750376
96	8500	0.41932821
104	8500	0.36026996
112	8500	0.310108842
128	8500	0.236020194
16	9000	0.877681414
24	9000	0.889549653
32	9000	0.885237513
40	9000	0.873347527
48	9000	0.839606705
56	9000	0.8087091
64	9000	0.756051663
72	9000	0.689076984
80	9000	0.616039464
88	9000	0.528697939
96	9000	0.456423178
104	9000	0.388832898
112	9000	0.337519835
128	9000	0.254687657
16	9500	0.865503763
24	9500	0.874014359
32	9500	0.874061466
40	9500	0.869770183
48	9500	0.841296081
56	9500	0.808485566
64	9500	0.757112773
72	9500	0.702919987
80	9500	0.63744179
88	9500	0.551175705
96	9500	0.486881091
104	9500	0.415619745
112	9500	0.359960206
128	9500	0.274792838
16	10000	0.930280102
24	10000	0.950780154
32	10000	0.947340629
40	10000	0.939678282
48	10000	0.916664584
56	10000	0.876234332
64	10000	0.837344167
72	10000	0.778428055
80	10000	0.708331666
88	10000	0.618037628
96	10000	0.554343789
104	10000	0.477380111
112	10000	0.418189138
128	10000	0.32154559
